Input,Target
"si l'on s'en rapporte à mes yeux il n'y aura personne qui soit digne de c et honneur. tous les princes du monde seront trop peu de chose pour aspirer à vous ","cela est obligeant  et vous êtes de mes amis.  mais je veux que vous me disiez pour qui des deux vous vous sentez plus d'inclination"
"les dieux seuls y pourront prétendre  et vous ne souffrirez des hommes que l'encens","cela est obligeant  et vous êtes de mes amis.  mais je veux que vous me disiez pour qui des deux vous vous sentez plus d'inclination"
"madame, voilà la princesse qui vient vous prendre ici, pour aller au bois de diane.","hélas ! petit garçon, que tu es venu à propos."
"on vous a demandée, ma fille, et il y a des gens que votre absence chagrine fort.","je pense, madame, qu'on m'a demandée par compliment, et on ne s'inquiète pas tant qu'on vous dit."
"on enchaîne pour nous ici tant de divertissements les uns aux autres que toutes nos heures sont retenues  et nous n'avons aucun moment à perdre","venez, grande princesse, avec tous vos appas, venez prêter vos yeux aux innocents ébats"
"si nous voulons les goûter tous. entrons vite dans le bois  et voyons ce qui nous y attend  le théâtre est une forêt où la princesse est invitée d'aller une nymphe lui en fait les honneurs en chantant","que notre désert vous présente ; n'y cherchez point l'éclat des fêtes de la cour,"
" et pour la divertir on lui joue une petite comédie en musique dont voici le sujet : un berger se plaint à deux bergers ses amis","on ne sent ici que l'amour, ce n'est que d'amour qu'on y chante."
"des froideurs de celle qu'il aime les deux amis le consolent   et comme la bergère aimée arrive tous trois se retirent pour l'observer :","venez, grande princesse, avec tous vos appas, venez prêter vos yeux aux innocents ébats"
"après quelque plainte amoureuse elle se repose sur un gazon  et s'abandonne aux douceurs du sommeil  l'amant fait approcher ses amis pour contempler les grâces de sa bergère","que notre désert vous présente ; n'y cherchez point l'éclat des fêtes de la cour,"
" et invite toutes choses à contribuer à son repos. la bergère en s'éveillant voit son berger à ses pieds se plaint de sa poursuite :  mais considérant sa constance elle lui accorde sa demande","on ne sent ici que l'amour, ce n'est que d'amour qu'on y chante."
" et consent d'en être aimée en présence des deux bergers amis : deux satyres arrivant se plaignent de son changement  et étant touchés de cette disgrâce","venez, grande princesse, avec tous vos appas, venez prêter vos yeux aux innocents ébats"
"– la nymphe de la vallée de tempé. – tircis.","que notre désert vous présente ; n'y cherchez point l'éclat des fêtes de la cour,"
"– lycaste. – ménandre.","on ne sent ici que l'amour, ce n'est que d'amour qu'on y chante."
"– caliste. – deux satyres.","venez, grande princesse, avec tous vos appas, venez prêter vos yeux aux innocents ébats"
"– climène. – philinte.","que notre désert vous présente ; n'y cherchez point l'éclat des fêtes de la cour,"
"–","on ne sent ici que l'amour, ce n'est que d'amour qu'on y chante."
"vous chantez sous ces feuillages, doux rossignols pleins d'amour,","hé quoi toujours languissant, sombre et triste ?"
"et de vos tendres ramages vous réveillez tour à tour","hé quoi toujours languissant, sombre et triste ?"
"les échos de ces bocages : hélas ! petits oiseaux, hélas !","hé quoi toujours languissant, sombre et triste ?"
"si vous aviez mes maux vous ne chanteriez pas.","hé quoi toujours languissant, sombre et triste ?"
"hé quoi toujours aux pleurs abandonné ?","toujours adorant caliste, et toujours infortuné."
"dompte, dompte, berger, l'ennui qui te possède.","eh le moyen, hélas !"
"fais, fais-toi quelque effort.","eh le moyen, hélas ! quand le mal est trop fort ?"
"ce mal trouvera son remède.","je ne guérirai qu'à ma mort."
"ah tircis !","ah bergers !"
"prends sur toi plus d'empire.","rien ne me peut plus secourir."
"c'est trop, c'est trop céder.","c'est trop, c'est trop souffrir."
"quelle faiblesse !","quel martyre !"
"il faut prendre courage.","il faut plutôt mourir."
"il n'est point de bergère si froide, et si sévère,","il est, dans les affaires des amoureux mystères,"
"dont la pressante ardeur d'un cœur qui persévère","certains petits moments qui changent les plus fières,"
"ne vainque la froideur.","et font d'heureux amants."
"je la vois, la cruelle, qui porte ici ses pas,","ah que sur notre cœur la sévère loi de l'honneur"
"gardons d'être vu d'elle, l'ingrate, hélas !","prend un cruel empire ! je ne fais voir que rigueurs pour tircis,"
"n'y viendrait pas.","et cependant, sensible à ses cuisants soucis, de sa langueur en secret je soupire,"
"je la vois, la cruelle, qui porte ici ses pas,","et voudrais bien soulager son martyre, c'est à vous seuls que je le dis,"
"gardons d'être vu d'elle, l'ingrate, hélas !","arbres, n'allez pas le redire. puisque le ciel a voulu nous former"
"n'y viendrait pas.","avec un cœur qu'amour peut enflammer, quelle rigueur impitoyable"
"je la vois, la cruelle, qui porte ici ses pas,","contre des traits si doux nous force à nous armer, et pourquoi sans être blâmable"
"gardons d'être vu d'elle, l'ingrate, hélas !","ne peut-on pas aimer ce que l'on trouve aimable ?"
"n'y viendrait pas.","hélas ! que vous êtes heureux innocents animaux, de vivre sans contrainte,"
"je la vois, la cruelle, qui porte ici ses pas,","et de pouvoir suivre sans crainte les doux emportements de vos cœurs amoureux :"
"gardons d'être vu d'elle, l'ingrate, hélas !","hélas ! petits oiseaux que vous êtes heureux de ne sentir nulle contrainte,"
"n'y viendrait pas.","et de pouvoir suivre sans crainte les doux emportements de vos cœurs amoureux."
"je la vois, la cruelle, qui porte ici ses pas,","mais le sommeil sur ma paupière verse de ses pavots l'agréable fraîcheur,"
"gardons d'être vu d'elle, l'ingrate, hélas !","donnons-nous à lui toute entière, nous n'avons point de loi sévère"
"n'y viendrait pas.","qui défende à nos sens d'en goûter la douceur."
"vers ma belle ennemie portons sans bruit nos pas,","dormez, dormez beaux yeux, adorables vainqueurs, et goûtez le repos que vous ôtez aux cœurs,"
"et ne réveillons pas sa rigueur endormie.","dormez, dormez beaux yeux."
"silence, petits oiseaux, vents n'agitez nulle chose,","dormez, dormez beaux yeux, adorables vainqueurs, et goûtez le repos que vous ôtez aux cœurs,"
"coulez doucement ruisseaux, c'est caliste qui repose.","dormez, dormez beaux yeux."
"ah quelle peine extrême ! suivre partout mes pas !","que voulez-vous qu'on suive, hélas ! que ce qu'on aime ?"
"berger que voulez-vous ?","mourir, belle bergère, mourir à vos genoux,"
"berger que voulez-vous ?","et finir ma misère, puisqu'en vain à vos pieds on me voit soupirer,"
"berger que voulez-vous ?","il y faut expirer."
"ah tircis, ôtez-vous, j'ai peur que dans ce jour la pitié dans mon cœur n'introduise l'amour.","soit amour, soit pitié, il sied bien d'être tendre ;"
"ah tircis, ôtez-vous, j'ai peur que dans ce jour la pitié dans mon cœur n'introduise l'amour.","c'est par trop vous défendre bergère, il faut se rendre"
"ah tircis, ôtez-vous, j'ai peur que dans ce jour la pitié dans mon cœur n'introduise l'amour.","à sa longue amitié, soit amour, soit pitié,"
"ah tircis, ôtez-vous, j'ai peur que dans ce jour la pitié dans mon cœur n'introduise l'amour.","il sied bien d'être tendre."
"c'est trop, c'est trop de rigueur, j'ai maltraité votre ardeur","ô ciel ! bergers ! caliste ! ah je suis hors de moi !"
"chérissant votre personne, vengez-vous de mon cœur","si l'on meurt de plaisir je dois perdre la vie."
"tircis, je vous le donne.","ô ciel ! bergers ! caliste ! ah je suis hors de moi !"
"digne prix de ta foi.","ô sort digne d'envie !"
"quoi tu me fuis, ingrate, et je te vois ici de ce berger à moi faire une préférence ?","quoi mes soins n'ont rien pu sur ton indifférence, et pour ce langoureux ton cœur s'est adouci ?"
"le destin le veut ainsi, prenez tous deux patience.","aux amants qu'on pousse à bout l'amour fait verser des larmes :"
"le destin le veut ainsi, prenez tous deux patience.","mais ce n'est pas notre goût, et la bouteille a des charmes"
"le destin le veut ainsi, prenez tous deux patience.","qui nous consolent de tout."
"notre amour n'a pas toujours tout le bonheur qu'il désire :","champêtres divinités, faunes, dryades, sortez"
"mais nous avons un secours, et le bon vin nous fait rire","de vos paisibles retraites ; mêlez vos pas à nos sons,"
"quand on rit de nos amours.","et tracez sur les herbettes en même temps six dryades et six faunes sortent de leurs demeures"
"notre amour n'a pas toujours tout le bonheur qu'il désire :"," et font ensemble une danse agréable qui s'ouvrant tout d'un coup laisse voir un berger et une bergère qui font en musique une petite scène d'un dépit amoureux."
"mais nous avons un secours, et le bon vin nous fait rire","climène, philinte."
"quand je plaisais à tes yeux j'étais content de ma vie,","lorsqu'à toute autre personne me préférait ton ardeur,"
"et ne voyais roi ni dieux dont le sort me fît envie.","j'aurais quitté la couronne pour régner dessus ton cœur."
"une autre a guéri mon âme des feux que j'avais pour toi.","un autre a vengé ma flamme des faiblesses de ta foi."
"cloris qu'on vante si fort, m'aime d'une ardeur fidèle,","myrtil si digne d'envie, me chérit plus que le jour,"
"si ses yeux voulaient ma mort je mourrais content pour elle.","et moi je perdrais la vie pour lui montrer mon amour."
"mais si d'une douce ardeur quelque renaissante trace","bien qu'avec pleine tendresse myrtil me puisse chérir,"
"chassait cloris de mon cœur pour te remettre en sa place...","avec toi, je le confesse, je voudrais vivre et mourir."
"ah plus que jamais aimons-nous, et vivons et mourons en des liens si doux.","de la comédie chantent. amants, que vos querelles"
"ah plus que jamais aimons-nous, et vivons et mourons en des liens si doux.","sont aimables et belles, qu'on y voit succéder"
"ah plus que jamais aimons-nous, et vivons et mourons en des liens si doux.","de plaisirs, de tendresse, querellez-vous sans cesse"
"ah plus que jamais aimons-nous, et vivons et mourons en des liens si doux.","pour vous raccommoder ! amants, que vos querelles"
"ah plus que jamais aimons-nous, et vivons et mourons en des liens si doux.","les faunes et les dryades recommencent leur danse que les bergères  et bergers musiciens entremêlent de leurs chansons tandis que trois petites dryades"
"ah plus que jamais aimons-nous, et vivons et mourons en des liens si doux."," et trois petits faunes font paraître dans l'enfoncement du théâtre tout ce qui se passe sur le devant."
"jouissons, jouissons des plaisirs innocents dont les feux de l'amour savent charmer nos sens,","les mêmes paroles toujours se présentent à dire. il faut toujours s'écrier *voilà qui est admirable il ne se peut rien de plus beau cela passe tout ce qu'on a ja"
"des grandeurs, qui voudra se soucie, tous ces honneurs dont on a tant d'envie,","les mêmes paroles toujours se présentent à dire. il faut toujours s'écrier *voilà qui est admirable il ne se peut rien de plus beau cela passe tout ce qu'on a ja"
