INPUT,TARGET
"Eh bien Prince, je veux bien vous la découvrir : je suis sûre que vous allez approuver mon choix, et pour ne vous point tenir en suspens davantage, le Prince de Messène est celui de qui le mérite s’est attiré mes vœux.",Ô Ciel !
"Mon invention a réussi, Moron, le voilà qui se trouble.","Bon, Madame."
"Courage, Seigneur.",Il en tient.
Ne vous défaites pas.,"Ne trouvez-vous pas que j’ai raison, et que ce Prince a tout le mérite qu’on peut avoir ?"
"Remettez-vous, et songez à répondre.","D’où vient, Prince, que vous ne dites mot, et semblez interdit ?"
"Je le suis, à la vérité, et j’admire, Madame, comme le Ciel a pu former deux âmes aussi semblables en tout que les nôtres : deux âmes en qui l’on ait vu une plus grande conformité de sentiments, qui aient fait éclater dans le même temps une résolution à braver les traits de l’Amour, et qui dans le même moment aient fait paraître une égale facilité à perdre le nom d’insensibles : Car enfin, Madame, puisque votre exemple m’autorise, je ne feindrai point de vous dire, que l’Amour aujourd’hui s’est rendu maître de mon cœur, et qu’une des Princesses, vos Cousines, l’aimable et belle Aglante, a renversé d’un coup d’œil tous les projets de ma fierté. Je suis ravi, Madame, que, par cette égalité de défaite, nous n’ayons rien à nous reprocher l’un et l’autre ; et je ne doute point, que comme je vous loue infiniment de votre choix, vous n’approuviez aussi le mien. Il faut que ce miracle éclate aux yeux de tout le monde, et nous ne devons point différer à nous rendre tous deux contents. Pour moi, Madame, je vous sollicite de vos suffrages, pour obtenir celle que je souhaite, et vous trouverez bon que j’aille de ce pas en faire la demande au Prince votre Père.",Ah digne ! ah brave cœur !
"Ah ! Moron, je n’en puis plus, et ce coup que je n’attendais pas, triomphe absolument de toute ma fermeté.","Il est vrai que le coup est surprenant, et j’avais cru d’abord, que votre stratagème avait fait son effet."
"Ah ! ce m’est un dépit à me désespérer, qu’une autre ait l’avantage de soumettre ce cœur que je voulais soumettre.","Princesse, j’ai à vous prier d’une chose qu’il faut absolument que vous m’accordiez : Le Prince d’Ithaque vous aime, et veut vous demander au prince mon Père."
"Le Prince d’Ithaque, Madame ?","Oui. Il vient de m’en assurer lui-même, et m’a demandé mon suffrage pour vous obtenir, mais je vous conjure de rejeter cette proposition, et de ne point prêter l’oreille à tout ce qu’il pourra vous dire."
"Mais, Madame, s’il était vrai que ce Prince m’aimât effectivement, pourquoi n’ayant aucun dessein de vous engager, ne voudriez-vous pas souffrir…","Non, Aglante, je vous le demande, faites-moi ce plaisir, je vous prie, et trouvez bon que n’ayant pu avoir l’avantage de le soumettre, je lui dérobe la joie de vous obtenir."
"Madame, il faut vous obéir, mais je croirais que la conquête d’un tel cœur ne serait pas une victoire à dédaigner.","Non, non, il n’aura pas la joie de me braver entièrement."
"Madame, je viens à vos pieds rendre grâce à l’Amour de mes heureux destins, et vous témoigner avec mes transports, le ressentiment où je suis, des bontés surprenantes dont vous daignez favoriser le plus soumis de vos captifs.",Comment ?
"Le Prince d’Ithaque, Madame, vient de m’assurer tout à l’heure, que votre cœur avait eu la bonté de s’expliquer en ma faveur, sur ce célèbre choix qu’attend toute la Grèce.",Il vous a dit qu’il tenait cela de ma bouche ?
"Oui, Madame.","C’est un étourdi, et vous êtes un peu trop crédule, Prince, d’ajouter foi si promptement à ce qu’il vous a dit ; une pareille nouvelle mériterait bien, ce me semble, qu’on en doutât un peu de temps, et c’est tout ce que vous pourriez faire de la croire, si je vous l’avais dite moi-même."
"Madame, si j’ai été trop prompt à me persuader…","De grâce, Prince, brisons-là ce discours, et si vous voulez m’obliger, souffrez que je puisse jouir de deux moments de solitude."
"Ah ! qu’en cette aventure, le Ciel me traite avec une rigueur étrange ! Au moins, Princesse, souvenez-vous de la prière que je vous ai faite ?","Je vous l’ai dit déjà, Madame, il faut vous obéir."
"Mais, Madame, s’il vous aimait vous n’en voudriez point, et cependant vous ne voulez pas qu’il soit à une autre : C’est faire justement comme le chien du Jardinier.","Non, je ne puis souffrir qu’il soit heureux avec une autre, et si la chose était, je crois que j’en mourrais de déplaisir."
"Ma foi, Madame, avouons la dette, vous voudriez qu’il fût à vous, et dans toutes vos actions il est aisé de voir que vous aimez un peu ce jeune Prince.","Moi, je l’aime ? Ô Ciel ! je l’aime ? Avez-vous l’insolence de prononcer ces paroles, sortez de ma vue, impudent, et ne vous présentez jamais devant moi."
Madame…,"Retirez-vous d’ici, vous dis-je, ou je vous en ferai retirer d’une autre manière."
"Ma foi son cœur en a sa provision, et…","De quelle émotion inconnue sens-je mon cœur atteint ! et quelle inquiétude secrète est venue troubler tout d’un coup la tranquillité de mon âme ? Ne serait-ce point aussi, ce qu’on vient de me dire, et sans en rien savoir, n’aimerais-je point ce jeune Prince ? Ah ! si cela était je serais personne à me désespérer : mais il est impossible que cela soit, et je vois bien que je ne puis pas l’aimer. Quoi ? je serais capable de cette lâcheté. J’ai vu toute la Terre à mes pieds, avec la plus grande insensibilité du monde. Les respects, les hommages et les soumissions n’ont jamais pu toucher mon âme, et la fierté et le dédain en auraient triomphé. J’ai méprisé tous ceux qui m’ont aimée, et j’aimerais le seul qui me méprise ? Non, non, je sais bien que je ne l’aime pas. Il n’y a pas de raison à cela : Mais si ce n’est pas de l’amour que ce que je sens maintenant, qu’est-ce donc que ce peut être ? et d’où vient ce poison qui me court par toutes les veines, et ne me laisse point en repos avec moi-même ? Sors de mon cœur, qui que tu sois, ennemi qui te caches, attaque-moi visiblement, et deviens à mes yeux la plus affreuse bête de tous nos bois, afin que mon dard et mes flèches me puissent défaire de toi. Ô vous, admirables personnes, qui par la douceur de vos chants avez l’art d’adoucir les plus fâcheuses inquiétudes, approchez-vous d’ici de grâce, et tâchez de charmer avec votre Musique le chagrin où je suis."
"Achevez seules si vous voulez, je ne saurais demeurer en repos, et quelque douceur qu’aient vos chants, ils ne font que redoubler mon inquiétude.","Il se passait dans le cœur du Prince de Messène des choses bien différentes ; la joie que lui avait donnée le Prince d’Ithaque, en lui apprenant malicieusement qu’il était aimé de la Princesse, l’avait obligé de l’aller trouver avec une inconsidération que rien qu’une extrême amour ne pouvait excuser ; mais il en avait été reçu d’une manière bien différente à ce qu’il espérait. Elle lui demanda qui lui avait appris cette nouvelle, et quand elle eut su que ç’avait été le Prince d’Ithaque, cette connaissance augmenta cruellement son mal, et lui fit dire à demi désespérée, c’est un étourdi ; et ce mot étourdit si fort le Prince de Messène, qu’il sortit tout confus sans lui pouvoir répondre. La Princesse d’un autre côté alla trouver le Roi son Père, qui venait de paraître avec le Prince d’Ithaque, et qui lui témoignait, non seulement la joie qu’il aurait eue de le voir entrer dans son alliance, mais même l’opinion qu’il commençait d’avoir que sa Fille ne le haïssait pas : Elle ne fut pas plutôt auprès de lui, que se jetant à ses pieds, elle lui demanda pour la plus grande faveur qu’elle en pût jamais recevoir, que le Prince d’Ithaque n’épousât jamais la Princesse. Ce qu’il lui promit solennellement ; mais il lui dit que si elle ne voulait point qu’il fût à une autre, il fallait qu’elle le prît pour elle : Elle lui répondit, il ne le voudrait pas ; mais d’une manière si passionnée, qu’il était aisé de connaître les sentiments de son cœur. Alors le Prince quittant toute sorte de feinte, lui confessa son amour, et le stratagème dont il s’était servi pour venir au point où il se voyait alors par la connaissance de son humeur. La Princesse lui donnant la main, le Roi se tourna vers les deux Princes de Messène et de Pyle, et leur demanda si ses deux Parentes, dont le mérite n’était pas moindre que la qualité, ne seraient point capables de les consoler de leur disgrâce ; ils lui répondirent que l’honneur de son alliance faisant tous leurs souhaits, ils ne pouvaient espérer une plus heureuse fortune. Alors la joie fut si grande dans le Palais, qu’elle se répandit par tous les environs."
"Oui, Seigneur, ce n’est point raillerie, j’en suis ce qu’on appelle disgracié. Il m’a fallu tirer mes chausses au plus vite, et jamais vous n’avez vu un emportement plus brusque que le sien.","Ah ! Prince, que je devrai de grâces à ce stratagème amoureux, s’il faut qu’il ait trouvé le secret de toucher son cœur."
"Quelque chose, Seigneur, que l’on vienne de vous en dire, je n’ose encore, pour moi, me flatter de ce doux espoir : mais enfin si ce n’est pas à moi trop de témérité, que d’oser aspirer à l’honneur de votre alliance, si ma personne, et mes États…","Prince, n’entrons point dans ces compliments, je trouve en vous de quoi remplir tous les souhaits d’un Père, et si vous avez le cœur de ma fille, il ne vous manque rien."
Ô Ciel ! que vois-je ici ?,"Oui, l’honneur de votre alliance m’est d’un prix très considérable, et je souscris aisément de tous mes suffrages à la demande que vous me faites."
"Seigneur, je me jette à vos pieds pour vous demander une grâce. Vous m’avez toujours témoigné une tendresse extrême, et je crois vous devoir bien plus par les bontés que vous m’avez fait voir, que par le jour que vous m’avez donné : Mais si jamais pour moi vous avez eu de l’amitié, je vous en demande aujourd’hui la plus sensible preuve que vous me puissiez accorder ; c’est de n’écouter point, Seigneur, la demande de ce Prince, et ne pas souffrir que la Princesse Aglante soit unie avec lui.","Et par quelle raison, ma Fille, voudrais-tu t’opposer à cette union ?"
"Par la raison, que je hais ce Prince, et que je veux, si je puis, traverser ses desseins.","Tu le hais, ma Fille ?"
"Oui, et de tout mon cœur, je vous l’avoue.",Et que t’a-t-il fait ?
Il m’a méprisée.,Et comment ?
Il ne m’a pas trouvée assez bien faite pour m’adresser ses vœux.,Et quelle offense te fait cela ? Tu ne veux accepter personne !
"N’importe. Il me devait aimer comme les autres, et me laisser, au moins, la gloire de le refuser : Sa déclaration me fait un affront, et ce m’est une honte sensible, qu’à mes yeux, et au milieu de votre Cour il a recherché une autre que moi.",Mais quel intérêt dois-tu prendre à lui ?
"J’en prends, Seigneur, à me venger de son mépris, et comme je sais bien qu’il aime Aglante avec beaucoup d’ardeur, je veux empêcher, s’il vous plaît, qu’il ne soit heureux avec elle.",Cela te tient donc bien au cœur ?
"Oui, Seigneur, sans doute, et s’il obtient ce qu’il demande, vous me verrez expirer à vos yeux.","Va, va ma Fille, avoue franchement la chose. Le mérite de ce Prince t’a fait ouvrir les yeux, et tu l’aimes, enfin, quoi que tu puisses dire."
"Moi, Seigneur ?","Oui, tu l’aimes."
"Je l’aime, dites-vous ? et vous m’imputez cette lâcheté. Ô Ciel ! quelle est mon infortune ! Puis-je bien sans mourir, entendre ces paroles, et faut-il que je sois si malheureuse qu’on me soupçonne de l’aimer. Ah ! si c’était un autre que vous, Seigneur, qui me tînt ce discours, je ne sais pas ce que je ne ferais point.","Eh bien ? oui, tu ne l’aimes pas. Tu le hais, j’y consens, et je veux bien pour te contenter qu’il n’épouse pas la Princesse Aglante."
