,0,1
1361,supplie,parler
1362,parler,régaler
1363,inquiète,cassolette
1364,cassolette,gâté
1365,gâté,côté
1366,côté,sorte
1367,sorte,morte
1368,revenir,tenir
1369,puissance,reconnaissance
1370,dessein,sottise
1371,sottise,surprise
1372,sire,dire
1373,surprendrait,endroit
1374,avance,naissance
1375,peu,jeu
1376,regarde,garde
1377,discours,jours
1378,infâme,âme
1379,longuement,paisiblement
1380,envie,vie
1381,vie,ravir
1382,ravir,servir
1383,certaines,peines
1384,m’ôtât,héritât
1385,tendresse,maîtresse
1386,vœux,deux
1387,belle,elle
1388,jour,retour
1389,dite,construite
1390,fois,trois
1391,suffisance,circonstance
1392,l’effort,fort
1393,dure,aventure
1394,civile,ville
1395,état,éclat
1396,laissées,trépassées
1397,ennui,lui
1398,race,horace
1399,instruit,conduit
1400,donne,personne
1401,horace,trace
1402,seulement,fondement
1403,fondement,d’arménie
1404,d’arménie,turquie
1405,trouvé,rêvé
1406,ordinaire,corsaire
1407,rendus,perdus
1408,sorte,qu’importe
1409,qu’importe,conter
1410,conter,racheter
1411,racheter,nécessaire
1412,nécessaire,père
1413,arrivés,étendues
1414,étendues,superflues
1415,fait,trait
1416,chagrine,mine
1417,savoir,voir
1418,l’esclavage,visage
1419,image,passage
1420,moment,grandement
1421,barbarie,voir
1422,voir,soir
1423,inutile,ville
1424,rien,bien
1425,bien,l’imaginative
1426,l’imaginative,craintive
1427,trufaldin,citadin
1428,honte,compte
1429,approchant,couchant
1430,donne,s’abandonne
1431,yeux,précieux
1432,flamme,âme
1433,voici,adouci
1434,songes,mensonges
1435,seigneur,bonheur
1436,dispense,ressemblance
1437,ressemblance,arménien
1438,disais,parfois
1439,fonde,monde
1440,moi,fois
1441,fois,crois
1442,visage,image
1443,tunis,fils
1444,habitude,rude
1445,dire,lumière
1446,lumière,père
1447,peu,jeu
1448,égale,salle
1449,savoir,avoir
1450,avoir,joie
1451,joie,envoie
1452,emprunté,clarté
1453,agréable,haïssable
1454,discours,cours
1455,conduite,mérite
1456,fils,commis
1457,dure,aventure
1458,bâiller,peutêtre
1459,peutêtre,repaître
1460,repas,pas
1461,arménie,cérémonie
1462,surpris,esprits
1463,discours,jours
1464,fille,famille
1465,bien,rien
1466,pure,aventure
1467,aventure,amour
1468,amour,jour
1469,risée,exposée
1470,capricieux,lieux
1471,lieux,coureuse
1472,coureuse,gueuse
1473,moi,vois
1474,vois,promise
1475,promise,méprise
1476,abaissement,aveuglement
1477,heures,meilleures
1478,beauté,solennité
1479,défense,jouissance
1480,mouvements,emportements
1481,agréables,durables
1482,cours,jours
1483,jours,misères
1484,misères,pères
1485,écouté,représenté
1486,insigne,indigne
1487,combattu,vertu
1488,porte,sorte
1489,surpris,débris
1490,grandes,réprimandes
1491,hérétiques,authentiques
1492,soleil,nonpareil
1493,nonpareil,s’oublie
1494,s’oublie,bouillie
1495,bords,dehors
1496,retenue,entretenue
1497,pas,repas
1498,matière,entière
1499,voir,seoir
1500,elle,prunelle
1501,servait,buvait
1502,verre,terre
1503,terre,d’affecter
1504,d’affecter,porter
1505,porter,délicate
1506,délicate,patte
1507,souris,gris
1508,table,insupportable
1509,pressants,innocents
1510,querelle,belle
1511,corps,efforts
1512,boule,roule
1513,actions,contorsions
1514,choses,causes
1515,fois,lois
1516,d’horace,grâce
1517,secret,indiscret
1518,indiscret,faire
1519,faire,guère
1520,savoir,fort
1521,fort,sort
1522,admirable,raisonnable
1523,d’ardeur,grandeur
1524,gaules,épaules
1525,massif,préparatif
1526,apôtre,autre
1527,déguisé,supposé
1528,d’excuse,ruse
1529,main,vain
1530,fillole,parole
1531,dit,maudit
1532,affronte,conte
1533,conte,vérité
1534,vérité,assisté
1535,large,décharge
1536,bien,rien
1537,rien,l’arménie
1538,aujourd’hui,lui
1539,contrée,entrée
1540,coquin,ainsi
1541,content,éclatant
1542,traître,maître
1543,dos,propos
1544,jeannette,indiscrète
1545,courroux,vous
1546,haute,faute
1547,déloyal,mal
1548,folle,idole
1549,pas,cas
1550,célie,sortie
1551,sortie,caquet
1552,caquet,piquet
1553,admirables,misérables
1554,toi,l’emploi
1555,artifice,complice
1556,doucement,exactement
1557,utile,bile
1558,foi,moi
1559,moi,voie
1560,voie,joie
1561,suis,nuits
1562,rudesse,promesse
1563,repos,dos
1564,trace,disgrâce
1565,d’ici,souci
1566,tiendrai,prendrai
1567,nouvelle,cruelle
1568,égyptien,bien
1569,hâve,esclave
1570,zélé,parlé
1571,nôtre,autre
1572,point,point
1573,espérance,balance
1574,autorité,traité
1575,traité,funeste
1576,funeste,reste
1577,art,départ
1578,nécessaire,affaire
1579,affaire,rien
1580,rien,bien
1581,frivole,drôle
1582,altérés,délibérés
1583,paraguante,tente
1584,profit,délit
1585,cervelle,éternelle
1586,balafré,coffré
1587,luimême,stratagème
1588,honteusement,cautionne
1589,cautionne,personne
1590,recors,corps
1591,fuite,suite
1592,suite,égyptien
1593,égyptien,bien
1594,bien,m’oblige
1595,m’oblige,prodige
1596,persuadé,possédé
1597,conduire,nuire
1598,coups,nous
1599,intelligence,répugnance
1600,occasion,l’exécution
1601,bienséance,licence
1602,réglé,clé
1603,d’aventures,figures
1604,cœur,ardeur
1605,âge,courage
1606,moi,emploi
1607,chose,métamorphose
1608,changement,amant
1609,indifférence,persévérance
1610,séparé,auguré
1611,peine,égyptienne
1612,sort,fort
1613,naufrage,otage
1614,d’intérêt,plaît
1615,tristesse,l’allégresse
1616,appas,combats
1617,vivre,suivre
1618,suivre,n’ambitionnera
1619,n’ambitionnera,plaira
1620,éclate,ingrate
1621,émotion,occasion
1622,violence,puissance
1623,jours,cours
1624,diffère,plaire
1625,repos,propos
1626,ombrage,fissage
1627,tarchant,méchant
1628,cela,file
1629,file,file
1630,moment,promptement
1631,promptement,prête
1632,pon,maisson
1633,impatiente,attente
1634,oser,disposer
1635,disposer,demeure
1636,demeure,l’heure
1637,appartient,tient
1638,j’augure,aventure
1639,aventure,secret
1640,secret,discret
1641,discret,paraître
1642,paraître,être
1643,dis,ourdi
1644,égyptienne,j’obtienne
1645,l’appelez,célie
1646,doute,coûte
1647,permettre,mettre
1648,occasion,intention
1649,nullement,maître
1650,maître,bissêtre
1651,reconnu,bienvenu
1652,maquerille,fille
1653,foi,moi
1654,maître,connaître
1655,point,point
1656,demander,appréhender
1657,extrême,moimême
1658,feu,peu
1659,ravie,suivie
1660,déguisement,événement
1661,événement,l’épouvante
1662,l’épouvante,surprenante
1663,beaucoup,coup
1664,l’ouvrage,sage
1665,parlé,égalé
1666,égalé,redevable
1667,redevable,condamnable
1668,rigueur,cœur
1669,jette,dette
1670,pas,pas
1671,envie,célie
1672,célie,bien
1673,plus,superflus
1674,détestable,incapable
1675,malencontreux,heureux
1676,imprudence,assistance
1677,destin,enfin
1678,sottises,commises
1679,appui,lui
1680,victoire,gloire
1681,combattu,vertu
1682,propose,chose
1683,persuader,s’accorder
1684,s’accorder,nôtre
1685,nôtre,l’autre
1686,puissance,reconnaissance
1687,secrets,intérêts
1688,âme,flamme
1689,moi,foi
1690,violence,évidence
1691,devoir,d’espoir
1692,obstacles,miracles
1693,puissants,sens
1694,salutaire,faire
1695,lieux,yeux
1696,belles,infidèles
1697,échapper,frapper
1698,offertes,pertes
1699,pas,appas
1700,vôtres,autres
1701,tous,vous
1702,raillerie,prie
1703,prie,bien
1704,bien,rien
1705,charmes,alarmes
1706,avancé,passé
1707,célie,lélie
1708,aveuglement,aisément
1709,souhaitable,capable
1710,défendre,surprendre
1711,feux,vœux
1712,colère,père
1713,surprenant,maintenant
1714,bien,rien
1715,défigurée,considérée
1716,injurieux,furieux
1717,flèches,sèches
1718,sèches,d’arracher
1719,cheveux,affreux
1720,affreux,murmure
1721,murmure,d’aventure
1722,assez,poussés
1723,tempête,tête
1724,humeur,rumeur
1725,rumeur,émue
1726,émue,vue
1727,vue,yeux
1728,yeux,lieux
1729,lieux,opportune
1730,opportune,fortune
1731,instant,tant
1732,famille,fille
1733,traits,attraits
1734,sorcière,familière
1735,familière,malheur
1736,malheur,douleur
1737,vie,ravie
1738,fâcheux,deux
1739,deux,connue
1740,connue,devenue
1741,voix,fois
1742,visage,langage
1743,heureusement,vainement
1744,vainement,reconnaître
1745,reconnaître,être
1746,fils,finis
1747,inquiétudes,études
1748,lieux,curieux
1749,envie,patrie
1750,plus,confus
1751,peines,vaines
1752,vaines,maison
1753,maison,nom
1754,affaires,ordinaires
1755,ordinaires,loisir
1756,loisir,éclaircir
1757,égyptienne,sienne
1758,sœur,possesseur
1759,possesseur,reconnaître
1760,reconnaître,maître
1761,maître,l’événement
1762,l’événement,consentement
1763,famille,fille
1764,enfantés,nouveautés
1765,nouveautés,championnes
1766,championnes,personnes
1767,ceci,d’obstacle
1768,d’obstacle,miracle
1769,confus,plus
1770,père,prospère
1771,merveilleux,feux
1772,dire,désire
1773,soudain,dessein
1774,pure,nature
1775,régir,retenir
1776,faute,haute
1777,puissant,glissant
1778,flamme,âme
1779,moi,toi
1780,d’hyménée,destinée
1781,pouvoir,espoir
1782,arrive,imaginative
1783,doux,vous
1784,dois,fois
1785,prie,célie
1786,transport,fort
1787,renvoie,joie
1788,terminé,amené
1789,fille,mascarille
1790,prospères,pères
1791,prie,bizarrerie
1792,bizarrerie,cacher
1793,cacher,fâcher
1794,fâcher,entendre
1795,entendre,comprendre
1796,comprendre,premiers
1797,premiers,papiers
1798,papiers,l’être
1799,l’être,paraître
1800,plus,corrompus
1801,compte,honte
1802,s’excuser,scandaliser
1803,scandaliser,caresses
1804,caresses,tendresses
1805,serments,embrassements
1806,homme,nomme
1807,séparant,d’indifférent
1808,infâme,âme
1809,autant,l’instant
1810,pendable,agréable
1811,arrêt,plaît
1812,d’honneur,cœur
1813,joie,monnaie
1814,empressements,serments
1815,méthode,mode
1816,contorsions,protestations
1817,frivoles,paroles
1818,combat,fat
1819,caresse,tendresse
1820,éclatant,autant
1821,située,prostituée
1822,chers,l’univers
1823,fonde,monde
1824,gens,complaisance
1825,complaisance,différence
1826,différence,net
1827,rende,demande
1828,pitié,d’amitié
1829,rencontre,montre
1830,sentiments,compliments
1831,franchise,permise
1832,honneur,cœur
1833,bienséance,pense
1834,émilie,jolie
1835,doute,importun
1836,point,point
1837,ville,bile
1838,profond,font
1839,flatterie,fourberie
1840,fourberie,dessein
1841,dessein,humain
1842,sauvage,envisage
1843,peint,dont
1844,fades,incartades
1845,pas,d’appas
1846,maladie,comédie
1847,gens,demande
1848,demande,grande
1849,odieux,yeux
1850,humaine,haine
1851,haine,exception
1852,exception,aversion
1853,malfaisants,complaisants
1854,vigoureuses,vertueuses
1855,vertueuses,excès
1856,excès,procès
1857,traître,être
1858,radouci,d’ici
1859,confonde,monde
1860,revêtu,vertu
1861,donne,personne
1862,maudit,contredit
1863,bienvenue,s’insinue
1864,disputer,l’emporter
1865,l’emporter,blessures
1866,blessures,mesures
1867,soudains,humains
1868,humains,peine
1869,peine,humaine
1870,rigueur,douceur
1871,traitable,blâmable
1872,extrémité,sobriété
1873,âges,usages
1874,perfection,obstination
1875,seconde,monde
1876,jours,cours
1877,paraître,être
1878,sont,font
1879,ville,bile
1880,bile,bien
1881,bien,rien
1882,vous,courroux
1883,murmure,nature
1884,offensé,intéressé
1885,carnage,rage
1886,voler,parler
1887,d’impertinence,silence
1888,moins,soins
1889,dite,sollicite
1890,sollicite,l’équité
1891,l’équité,visité
1892,douteuse,fâcheuse
1893,n’importe,tromperez
1894,plaiderie,d’effronterie
1895,d’effronterie,pervers
1896,pervers,l’univers
1897,grandchose,cause
1898,bon,façon
1899,rectitude,exactitude
1900,renfermez,aimez
1901,semble,ensemble
1902,odieux,yeux
1903,davantage,s’engage
1904,vous,doux
1905,refuse,l’amuse
1906,médisant,présent
1907,mortelle,belle
1908,doux,excusezvous
1909,veuve,treuve
1910,donner,condamner
1911,condamner,faire
1912,faire,plaire
1913,plaire,blâmer
1914,blâmer,aimer
1915,aimer,flamme
1916,flamme,âme
1917,d’elle,parbleu
1918,l’être,paraître
1919,l’ennui,lui
1920,dire,m’inspire
1921,m’inspire,désirs
1922,désirs,soupirs
1923,sincère,affaire
1924,jour,l’amour
1925,véritable,incroyable
1926,mis,amis
1927,qualité,rejeté
1928,moi,reçois
1929,surprendre,prétendre
1930,prétendre,monsieur
1931,audessous,vous
1932,préférable,considérable
1933,mens,sentiments
1934,faire,mystère
1935,nom,occasion
1936,naître,connaître
1937,complexions,repentirions
1938,sage,davantage
1939,doux,vous
1940,ouverture,figure
1941,foi,moi
1942,manières,lumières
1943,noeud,peu
1944,l’expose,chose
1945,chose,dispenser
1946,défaut,faut
1947,plainte,feinte
1948,feinte,rien
1949,rien,bien
1950,contenterez,monsieur
1951,monsieur,saurez
1952,saurez,faire
1953,faire,l’affaire
1954,morceau,beau
1955,mises,sottises
1956,éternelle,zèle
1957,distraire,désespère
1958,admirable,diable
1959,morbleu...,peutêtre...
1960,traître,traité
1961,traité,sincérité
1962,sincérité,délicate
1963,délicate,flatte
1964,nom,façon
1965,empire,d’écrire
1966,empressements,amusements
1967,ouvrages,personnages
1968,assomme,homme
1969,qualités,côtés
1970,redire,écrire
1971,gens,ressembleraisje
1972,ressembleraisje,disaisje
1973,rimer,imprimer
1974,imprimer,livre
1975,livre,vivre
1976,tentations,occupations
1977,somme,homme
1978,imprimeur,auteur
1979,auteur,comprendre
1980,comprendre,entendre
1981,modèles,naturelles
1982,vanité,vérité
1983,pure,nature
1984,nature,peur
1985,peur,meilleur
1986,meilleur,admire
1987,admire,dire
1988,henri,paris
1989,vieux,mieux
1990,mieux,murmure
1991,murmure,pure
1992,henri,paris
1993,épris,esprits
1994,fleurie,récrie
1995,bons,raisons
1996,d’autres,vôtres
1997,cas,pas
1998,partage,davantage
1999,approuviez,passiez
2000,manière,matière
2001,méchants,gens
2002,haut,faut
2003,grâce,place
2004,coeur,serviteur
2005,serviteur,sincère
2006,sincère,affaire
2007,pas,pas
2008,s’assemble,ensemble
2009,autrement,indubitablement
2010,contraire,faire
2011,vois,moi
2012,madame,âme
2013,obséder,s’accommoder
2014,coupable,aimable
2015,efforts,dehors
2016,prendre,tendre
2017,lieux,yeux
2018,armes,charmes
2019,étendue,cohue
2020,sort,fort
2021,sublime,estime
2022,doigt,voit
2023,monde,blonde
2024,aimer,charmer
2025,rhingrave,esclave
2026,fausset,secret
2027,l’ombrage,ménage
2028,promis,d’amis
2029,constance,m’offense
2030,jaloux,vous
2031,effarouchée,épanchée
2032,offenser,ramasser
2033,ramasser,jalousie
2034,jalousie,prie
2035,aimé,enflammé
2036,dire,suffire
2037,instant,autant
2038,mignonne,personne
2039,souci,ici
2040,coeur,bonheur
2041,possible,terrible
2042,seconde,monde
2043,jamais,fais
2044,nouvelle,querelle
2045,ardeur,grondeur
2046,monter,tête
2047,tête,prête
2048,tous,vous
2049,affaire,plaire
2050,plaire,pardonner
2051,pardonner,m’importuner
2052,importe,comment
2053,comment,hautement
2054,s’introduire,nuire
2055,d’ailleurs,brailleurs
2056,fonde,monde
2057,courezvous,sors
2058,demeurez,faire
2059,faire,demeurez
2060,d’affaire,m’ennuyer
2061,m’ennuyer,essuyer
2062,impossible,loisible
2063,madame,âme
2064,pense,patience
2065,levé,achevé
2066,manières,lumières
2067,fort,d’abord
2068,d’absence,d’extravagance
2069,extravagants,fatigants
2070,déplaise,chaise
2071,toujours,discours
2072,goutte,écoute
2073,prochain,train
2074,caractère,mystère
2075,mystère,égaré
2076,égaré,affairé
2077,abonde,monde
2078,monde,l’entretien
2079,l’entretien,rien
2080,merveille,l’oreille
2081,conteur,seigneur
2082,cesse,princesse
2083,princesse,entretiens
2084,entretiens,chiens
2085,étage,d’usage
2086,bien,entretien
2087,martyre,dire
2088,expression,conversation
2089,silence,l’assistance
2090,insupportable,épouvantable
2091,fois,bois
2092,extrême,soimême
2093,cour,jour
2094,bénéfice,injustice
2095,aujourd’hui,lui
2096,mérite,visite
2097,délicats,pas
2098,personne,donne
2099,sage,j’enrage
2100,propos,mots
2101,habile,difficile
2102,écrit,esprit
2103,esprit,redire
2104,redire,rire
2105,reprendre,descendre
2106,esprit,dit
2107,véritable,admirable
2108,cour,tour
2109,montre,rencontre
2110,rencontre,flatteur
2111,flatteur,serviteur
2112,blesse,s’adresse
2113,complaisants,médisants
2114,nourrie,flatterie
2115,d’appas,pas
2116,prendre,répandre
2117,grand,reprend
2118,contredise,réduise
2119,lieux,cieux
2120,plaire,contraire
2121,commun,quelqu’un
2122,charmes,armes
2123,lui,d’autrui
2124,d’autrui,dire
2125,dire,satire
2126,satire,esprit
2127,esprit,dit
2128,avoue,loue
2129,raison,saison
2130,affaires,téméraires
2131,mourir,souffrir
2132,âme,blâme
2133,haut,défaut
2134,pourvue,vue
